0,1
18578699512,25593009386
18717785918,25131289989
17480253689,24687250666
17927450024,24239465969
17370682383,23819543452
15661260674,23385951559
14857182300,22986286609
14848621573,22581371950
15847619769,22195997548
16252938872,21803201586
15890023923,21415948997
15680425456,21035031636
14271730587,20671517256
14530732802,20320435103
14332865451,19981578201
14469639275,19622107612
15385509507,19304411642
13765189940,19001733068
13837233666,18665557471
13188309773,18371744727
12528292215,18059624216
12369219482,17765614271
13534765689,17465731265
12793170849,17180096998
11369474711,16886621912
12219338866,16614017112
11992789755,16336858612
12182961751,16064386324
12854951050,15785294493
11341578810,15536117720
9825055387,15299571427
10756648578,15047444591
11438163536,14810441187
10656437893,14564591819
10727039772,14338138644
10203609894,14120442115
9341131727,13900685946
10176235040,13677800790
9163191248,13450257552
10447295453,13222161185
9295139515,13013867770
9082702515,12819030704
9139027205,12615115253
9373233103,12421729128
8436609224,12219323200
9204625700,12027113203
8740705422,11854035875
8618818272,11678507952
8799976341,11503996210
8352901683,11330154881
8263478640,11162418719
7810463637,10984499062
8088013762,10822819562
7607984432,10668672748
8650329444,10510092797
7536408541,10341425196
7874904780,10181649060
7868306845,10028742570
7295793868,9893288038
6824464042,9747563126
6599801160,9626162819
7372177335,9467035752
7107456254,9331024411
6175810145,9199630011
7059024909,9067877533
7369178640,8945700680
6831508326,8807255878
6247315366,8685337103
6057995436,8562493197
6758732540,8453352994
6039450105,8344670986
6013090932,8215592398
6345704823,8100663283
5859247676,7988534525
6073486664,7869685524
6072286221,7765816579
5728461719,7663577689
5442782453,7566623744
5797635299,7469017438
5224767334,7368061893
5539291274,7269869111
5487341065,7161333949
5344837729,7061385900
5176232205,6966205084
4981443224,6866477643
5732960212,6764605583
4767583624,6680049753
5121312162,6590347938
5072821624,6492829870
5426325139,6401170482
5178387766,6331500866
4726440244,6255989978
4850324567,6179947151
4775831665,6097954035
4747418612,6016098594
4735086665,5939851448
4432156759,5866675282
4473258680,5798563962
4199613815,5719688947
4453954463,5650612640
4235560633,5584083062
4369877522,5518370359
4120366540,5453137371
3898202575,5390039542
4502488586,5319648665
4386866102,5248623073
3940993298,5183889352
4051130991,5106800664
4023369711,5046052829
3986405865,4995678762
4068449988,4937883864
3934238616,4879502600
3830226785,4819529420
3958621001,4764096628
3898381817,4717111292
3720565223,4662859333
3659925989,4616094884
3547775258,4566903411
3862200532,4518309353
3705340254,4470364524
3653999253,4423466755
3482959651,4377798912
3630466623,4328587266
3386892959,4290617334
3622518783,4249869498
3583512680,4193222021
3048363896,4157039918
3153048980,4118606068
3363886471,4078798383
3126174432,4043513026
3223142741,4009237261
3338566973,3971774008
3087531969,3930322939
3267582439,3890570613
3242348687,3854398912
2786526505,3814391329
3074866093,3777432300
3014520732,3738839794
3119105679,3707128434
3260296227,3672095704
2919805873,3637283823
3024293891,3613590054
3260594055,3583534376
2837660479,3550867313
2997756605,3514835595
2757988706,3486948335
2741088840,3456315436
2855958022,3424653935
3103727484,3396056403
2734641525,3373328279
2771894271,3344526088
3036485376,3319334602
3147055854,3297534245
2737968913,3271554500
2844896560,3245621448
2776792517,3218788263
2644249572,3192759382
2831158201,3167025601
2878341258,3145164214
2715763002,3122018285
2491522818,3096750326
2423067611,3073791194
2934669323,3051475719
2807954729,3028668181
2888672990,3004147255
2753880809,2979258550
2663109263,2963532721
2743178273,2936958533
2460076350,2913942952
2687408591,2893967991
2558344255,2875061331
2566508617,2862131961
2642323869,2841915883
2674823145,2825409461
2385945094,2813276344
2505936760,2795047946
2435423220,2777802094
2501624327,2762033643
2456065382,2748854672
2533432375,2737265393
2178743463,2724604998
2241673033,2706897567
2403805443,2686801004
2330681832,2673707125
2195232197,2662053386
2382290811,2650333415
2287371475,2636694151
2407479299,2620695184
2379395330,2606921457
2204357423,2592590223
2240065049,2582169257
1990013276,2569497443
2427728987,2557833390
2097214790,2551297554
2182405581,2532746848
2315974596,2520874093
2216753468,2510917638
2334272067,2498798093
2301835598,2484664201
2185114805,2471703860
2236678041,2460071802
2414888892,2444929545
2159851831,2434915955
2162156560,2421288573
2197029371,2406552448
2149188304,2399227112
2193300586,2392581074
2325374266,2385354983
2251248973,2374708482
2007502512,2365534920
2383833173,2360462989
2094166929,2352916063
2147860731,2343686528
2270819215,2335879872
1990312384,2327766939
2191639565,2320462468
2174095336,2312343914
2144963051,2308347883
2097343777,2306187467
2326681354,2300924725
2255894979,2291331277
2052988117,2286236726
2128613063,2278871215
2086831559,2269901575
2139122786,2261705562
2158996299,2258800570
2184240991,2250455874
2141534535,2246296341
1868419688,2237789192
1975831481,2231334089
1896124913,2225490360
2036033211,2219589864
2076092429,2212060385
2000652165,2208851747
1986677300,2204030942
2124905632,2200073579
1881242807,2196087088
1959629112,2192020939
2104545195,2189440312
2098301931,2186785515
1905387638,2181443626
1939041446,2177839576
1890566471,2176432551
2116253871,2167173319
1917902040,2163573329
1911782603,2158282033
2061577982,2156060729
1839527742,2150708842
1921407825,2146866027
2018117637,2142157712
1915032563,2137819587
1982229061,2131580858
1851518722,2126578511
1896895727,2122153158
1848482126,2117208311
1813057266,2110681156
1871419612,2107902492
1770742275,2100655907
1934173155,2100107787
1572261564,2093528773
1830231898,2090009592
1930293536,2087157026
1817131933,2084301989
1787838901,2081035022
2032020304,2077365286
1898440790,2074064387
1809987919,2072295073
1822671730,2068557772
1739326232,2067871190
1924169868,2063820250
1798308550,2058571006
1934378121,2056491709
1890256646,2056737291
1850821283,2054194306
1899667636,2047941421
1824706626,2046288120
1744811243,2042957354
1686931324,2042405195
1687980207,2040140143
1782448986,2039911965
1683745438,2037972319
1680639294,2038277802
1585316008,2036498969
1809331798,2034716929
1698842868,2035906617
1732529536,2035450098
1823968187,2035818523
1818580882,2035306562
1850656135,2032279167
1827118485,2029511598
1834929435,2027630172
1716232354,2025100772
1843155544,2024942986
1759981165,2023133234
1796069398,2022526516
1830775006,2017567768
1850593738,2014272857
1706239271,2014832789
1553616902,2008443884
1605849879,2006703851
1736755030,2001991608
1741014533,2003314792
1665930694,2000596582
1552315231,1994702367
1781185683,1993318949
1639878656,1992988392
1751760085,1992763498
1795100592,1992290815
1791527684,1988874670
1592653074,1985718516
1665246513,1985907686
1725590833,1981473669
1695503420,1977848940
1525517509,1976777659
1491349512,1974308083
1754790835,1974510288
1728749011,1972522932
1720636517,1973780818
1748493346,1970902832
1708485547,1971515652
1698692811,1971700067
1750963375,1969267318
1686522489,1966714808
1661961577,1967449137
1624472337,1966073706
1603349604,1965882461
1806189915,1967021922
1724146747,1969833040
1523848512,1968736027
1601371494,1969382277
1599551089,1970607692
1513859343,1967314058
1521530130,1965806987
1698118287,1965876772
1686708756,1967535354
1427987985,1967491170
1735379099,1966243971
1543784270,1963453509
1629438117,1961979308
1577764133,1961405147
1663447369,1958560219
1484589113,1959432170
1604171031,1957894108
1669183994,1957246984
1801844213,1957119789
1565499286,1951819137
1600851606,1950890454
1516584506,1951104174
1674718726,1951166262
1670180265,1949992270
1524704649,1949030732
1607225052,1948490354
1661186481,1950934298
1585749709,1950216512
1612970722,1946494531
1701255969,1946785501
1595986202,1948763500
1653484499,1950233524
1587672610,1951464180
1502021314,1950212124
1673747451,1953486547
1605778623,1956210504
1623721382,1953046317
1560679955,1951600387
1553744780,1948071124
1540362526,1950884243
1614466017,1947971461
1496381881,1948490385
1545034980,1948625586
1659369965,1950731598
1477665540,1952516200
1517162520,1955180718
1576931601,1953833998
1406932656,1953735382
1555493956,1952906346
1608918834,1952718745
1580911447,1953938751
1484431702,1953892042
1583064943,1952665056
1526986901,1951957501
1593762732,1949642338
1575110842,1949433274
1554628101,1949936706
1585694756,1950592063
1534387753,1950981383
1546269086,1950593729
1500898671,1951851433
1439811344,1953597924
1604642517,1951902972
1651884776,1951879370
1486553452,1953114874
1542110085,1951773631
1384053539,1953251202
1493457545,1953921143
1587484344,1952001008
1484159806,1951777732
1509973199,1954942425
1578330687,1956621572
1537613401,1956482047
1391634155,1955487765
1454595346,1954428690
1388877187,1957063598
1550679451,1956902417
1420678768,1958112328
1420391374,1955793429
1541436091,1958235749
1448371746,1957413296
1496813571,1957909211
1351285264,1955875959
1614264768,1953765391
1615667594,1954032442
1447717878,1954652686
1499676622,1956087451
1409819470,1958722391
1410630748,1956169290
