date,0,1
21-10-2018,522256.4444,505859
28-10-2018,525846.7687,474246
04-11-2018,494768.6983,451566
11-11-2018,508210.7929,478072
18-11-2018,511354.358,512212
25-11-2018,511694.2783,505786
02-12-2018,514087.0584,498651
09-12-2018,506243.5811,504812
16-12-2018,514429.6691,502685
23-12-2018,512514.3809,553590
30-12-2018,533495.7168,481490
06-01-2019,474268.6993,460072
13-01-2019,507732.0839,534163
20-01-2019,535385.084,512136
27-01-2019,502146.1253,449179
03-02-2019,475237.7006,463258
10-02-2019,503007.55,504550
17-02-2019,488626.7584,500093
24-02-2019,484246.7267,496766
03-03-2019,489276.0615,472918
10-03-2019,490152.3364,493730
17-03-2019,476738.2456,486685
24-03-2019,509011.4549,476007
31-03-2019,492633.5319,532262
07-04-2019,500545.2498,498630
14-04-2019,515529.4368,436036
21-04-2019,487682.4873,475554
28-04-2019,498592.9625,498281
05-05-2019,520701.2704,500093
12-05-2019,517111.8923,508249
19-05-2019,523819.9037,466858
26-05-2019,502773.285,503816
02-06-2019,522227.6331,535114
09-06-2019,535516.8907,589086
16-06-2019,535186.3708,579191
23-06-2019,531392.3433,575583
30-06-2019,529464.3052,541238
07-07-2019,525476.0202,554337
14-07-2019,523901.3633,506672
21-07-2019,524841.0916,569132
28-07-2019,544186.9796,537962
04-08-2019,538514.4674,558603
11-08-2019,529849.393,605358
18-08-2019,544904.0531,566191
25-08-2019,500027.9593,484585
01-09-2019,492332.2801,497362
08-09-2019,493892.7603,538354
15-09-2019,516047.7351,546026
22-09-2019,518746.4453,542886
29-09-2019,531956.4634,585893
06-10-2019,544159.5232,649775
13-10-2019,549053.1373,576031
20-10-2019,510349.8603,458250
27-10-2019,466889.0274,544152
03-11-2019,520057.9618,493111
10-11-2019,514635.0809,495282
17-11-2019,526712.3693,519242
24-11-2019,519634.389,505120
01-12-2019,508261.1775,501263
08-12-2019,488186.7264,501308
15-12-2019,496977.5407,500863
22-12-2019,492292.4657,477601
29-12-2019,503068.5535,522221
05-01-2020,498062.4279,517240
12-01-2020,501223.2579,565739
19-01-2020,524783.8482,495935
26-01-2020,500638.4378,513130
02-02-2020,493715.1248,497774
09-02-2020,499807.7179,507219
16-02-2020,502274.8951,525810
23-02-2020,487630.09,489201
01-03-2020,480219.7543,486229
08-03-2020,477421.2099,446003
15-03-2020,422554.9481,319359.7789
22-03-2020,230366.3608,277656.6947
29-03-2020,194760.7081,260725.3895
05-04-2020,192123.7176,243794.0842
12-04-2020,203213.3766,226862.7789
19-04-2020,174988.4444,209931.4737
26-04-2020,185654.3023,193000.1684
03-05-2020,143779.8568,176068.8632
10-05-2020,124044.7775,159137.5579
17-05-2020,125131.4634,142206.2526
24-05-2020,107421.7968,125274.9474
31-05-2020,73427.25613,108343.6421
07-06-2020,83148.73991,91412.33684
14-06-2020,66396.95334,74481.03158
21-06-2020,62418.81278,72546
28-06-2020,77599.33635,77448
05-07-2020,70857.19651,68001
12-07-2020,58249.9171,50687
19-07-2020,54254.88948,35630
26-07-2020,47644.13843,41792
02-08-2020,58772.50941,49146
09-08-2020,47981.35412,56134
16-08-2020,49341.21773,57967
23-08-2020,84423.70632,64513
30-08-2020,72635.20405,84927
06-09-2020,79558.77845,84279
13-09-2020,94786.22006,88223
20-09-2020,109853.8217,96675
27-09-2020,112422.0377,123847
04-10-2020,122841.1508,127783
11-10-2020,118208.9744,123521
18-10-2020,117851.8154,122589
25-10-2020,111545.2972,151221
01-11-2020,158496.1208,195545
08-11-2020,172961.0525,184577
15-11-2020,177135.0793,208774
22-11-2020,215281.0734,202296
29-11-2020,165602.1261,197639
06-12-2020,163121.6806,228689
13-12-2020,222783.0018,250777
20-12-2020,272687.5582,264114
27-12-2020,234433.4491,300566
03-01-2021,260904.3274,256728
10-01-2021,250428.7635,254632
17-01-2021,267412.7264,291443
24-01-2021,327341.8018,332507
31-01-2021,346594.0479,329583
07-02-2021,326361.2392,356658
14-02-2021,354501.565,372858
21-02-2021,345419.636,382128
28-02-2021,377979.3456,370751
07-03-2021,348372.9258,366799
14-03-2021,367883.1626,367144
21-03-2021,317539.2214,369105
28-03-2021,303078.1455,347116
04-04-2021,309635.7526,309363
11-04-2021,236253.436,204981
18-04-2021,160054.5498,140245
25-04-2021,109115.7772,81111
02-05-2021,72822.50329,43675
09-05-2021,53686.72852,29559
16-05-2021,77677.5348,34930
23-05-2021,59538.07235,71916
30-05-2021,78987.39485,71815
06-06-2021,91194.06087,89040
13-06-2021,106078.8901,106370
20-06-2021,115043.224,113701
27-06-2021,136495.2961,115240
04-07-2021,148102.9587,122901
11-07-2021,163813.0413,117618
18-07-2021,156624.1588,120608
25-07-2021,140444.7716,129549
01-08-2021,153997.9252,141782
08-08-2021,158460.1441,147237
15-08-2021,154508.0026,144297
22-08-2021,147285.9986,153116
29-08-2021,183111.6291,156274
05-09-2021,170192.6164,164884
12-09-2021,199780.7252,181979
19-09-2021,201244.8158,204599
26-09-2021,176619.9044,198721
03-10-2021,196225.483,158568
10-10-2021,173691.1926,186796
17-10-2021,204370.594,196056
24-10-2021,202376.0525,188842
31-10-2021,202629.0767,224115
07-11-2021,219348.8182,221013
14-11-2021,214179.3568,146725
21-11-2021,200228.8781,154964
28-11-2021,173252.7864,183570
05-12-2021,205711.5701,213598
12-12-2021,196172.2403,235432
19-12-2021,224313.1554,246272
26-12-2021,203886.1148,232415
02-01-2022,215633.1926,223462
09-01-2022,217235.6527,234949
16-01-2022,214702.9416,252399
23-01-2022,178850.099,191968
30-01-2022,177390.7086,212869
06-02-2022,220994.0191,234463
13-02-2022,246373.417,262613
20-02-2022,339076.6083,358933
27-02-2022,407586.9708,390866
06-03-2022,431933.0092,452305
13-03-2022,464114.8232,477539
20-03-2022,501071.3324,474629
27-03-2022,473945.7566,423766
03-04-2022,459284.269,464452
10-04-2022,507219.7599,527415
17-04-2022,508318.1264,473998
24-04-2022,492427.5545,486541
01-05-2022,494941.9208,477929
08-05-2022,518530.2338,478022
15-05-2022,516538.9864,534504
22-05-2022,528454.7341,553161
29-05-2022,538101.5577,522135
05-06-2022,516919.0319,547757
12-06-2022,534767.6203,560262
19-06-2022,535500.3779,550461
26-06-2022,525664.864,528810
03-07-2022,492380.6386,552678
10-07-2022,517417.074,512413
17-07-2022,504742.7507,530723
24-07-2022,506412.0493,500169
31-07-2022,510303.946,502863
07-08-2022,521934.0297,530187
14-08-2022,518413.1678,540894
21-08-2022,516650.0276,507768
28-08-2022,492674.116,480220
04-09-2022,495769.1756,504582
11-09-2022,512426.1967,526321
18-09-2022,526921.3149,493129
25-09-2022,507901.69,469855
02-10-2022,523333.4348,524357
09-10-2022,528980.4931,547769
16-10-2022,505294.0292,499522
23-10-2022,492994.0798,467476
30-10-2022,498444.6698,512479
06-11-2022,501682.4551,436324
13-11-2022,498782.4861,501375
20-11-2022,514503.8549,490845
27-11-2022,510263.9046,480405
04-12-2022,500083.7118,435597
11-12-2022,486805.0154,440627
18-12-2022,464532.1267,462695
25-12-2022,480309.7327,491276
01-01-2023,477210.322,426147
08-01-2023,442659.8435,469451
15-01-2023,491508.9806,511771
22-01-2023,500048.6873,483934
29-01-2023,487996.7183,464871
05-02-2023,484340.2184,473597
12-02-2023,484817.9767,479263
19-02-2023,489541.9017,454138
26-02-2023,464752.7337,463045
05-03-2023,498505.2711,470241
12-03-2023,495591.5248,475051
19-03-2023,475917.6114,453262
26-03-2023,485960.6406,483277
02-04-2023,505481.9053,517253
09-04-2023,531354.3754,489842
16-04-2023,517855.6105,456892
23-04-2023,491989.6311,473438
30-04-2023,503029.9594,501749
07-05-2023,514986.6056,506296
14-05-2023,515546.6626,545498
21-05-2023,537582.4714,560496
28-05-2023,532510.0026,546451
04-06-2023,540268.666,566219
11-06-2023,530791.6932,549939
18-06-2023,530648.9449,529828
25-06-2023,491803.8323,515489
02-07-2023,510421.3025,531707
09-07-2023,531893.8879,516395
16-07-2023,517026.8571,517492
23-07-2023,490879.8453,517884
30-07-2023,495299.019,500190
06-08-2023,496363.2249,515473
13-08-2023,498283.5018,514404
20-08-2023,483916.0045,492709
27-08-2023,474621.444,493724
03-09-2023,489125.594,514367
10-09-2023,490157.2201,478997
17-09-2023,471276.3822,474883
24-09-2023,466885.3017,490777
01-10-2023,512567.1776,519928
