24-03-2015,62484
25-03-2015,61077
26-03-2015,57128
27-03-2015,61152
28-03-2015,73745
29-03-2015,71739
30-03-2015,64343
31-03-2015,62277
01-04-2015,58963
02-04-2015,61524
03-04-2015,51783
04-04-2015,42042
05-04-2015,84089
06-04-2015,64007
07-04-2015,61824
08-04-2015,52439
09-04-2015,53777
10-04-2015,52391
11-04-2015,76814
12-04-2015,72467
13-04-2015,64086
14-04-2015,74097
15-04-2015,64447
16-04-2015,56888
17-04-2015,60252
18-04-2015,71377
19-04-2015,60348
20-04-2015,61063
21-04-2015,58277
22-04-2015,56581
23-04-2015,61807
24-04-2015,68777
25-04-2015,73374
26-04-2015,87381
27-04-2015,68707
28-04-2015,65220
29-04-2015,64610
30-04-2015,66397
01-05-2015,68363
02-05-2015,79972
03-05-2015,85027
04-05-2015,72975
05-05-2015,68140
06-05-2015,61412
07-05-2015,63264
08-05-2015,67785
09-05-2015,85077
10-05-2015,80063
11-05-2015,69454
12-05-2015,69517
13-05-2015,68326
14-05-2015,69817
15-05-2015,73887
16-05-2015,90010
17-05-2015,90662
18-05-2015,80067
19-05-2015,61350
20-05-2015,70471
21-05-2015,75577
22-05-2015,73689
23-05-2015,95113
24-05-2015,95667
25-05-2015,88187
26-05-2015,84345
27-05-2015,70458
28-05-2015,73236
29-05-2015,67756
30-05-2015,83877
31-05-2015,86659
01-06-2015,73907
02-06-2015,74239
03-06-2015,72719
04-06-2015,76267
05-06-2015,73777
06-06-2015,99260
07-06-2015,89367
08-06-2015,87777
09-06-2015,75463
10-06-2015,83568
11-06-2015,78907
12-06-2015,71505
13-06-2015,100719
14-06-2015,94477
15-06-2015,90550
16-06-2015,75937
17-06-2015,60477
18-06-2015,72302
19-06-2015,66402
20-06-2015,92507
21-06-2015,90087
22-06-2015,83935
23-06-2015,72787
24-06-2015,68302
25-06-2015,65801
26-06-2015,66287
27-06-2015,85201
28-06-2015,89117
29-06-2015,82309
30-06-2015,74822
01-07-2015,57609
02-07-2015,71467
03-07-2015,66375
04-07-2015,88260
05-07-2015,90977
06-07-2015,85425
07-07-2015,76225
08-07-2015,70357
09-07-2015,67913
10-07-2015,67001
11-07-2015,89697
12-07-2015,88604
13-07-2015,72427
14-07-2015,72107
15-07-2015,60651
16-07-2015,60242
17-07-2015,67137
18-07-2015,87918
19-07-2015,90940
20-07-2015,86827
21-07-2015,76809
22-07-2015,68440
23-07-2015,62557
24-07-2015,64345
25-07-2015,85967
26-07-2015,78887
27-07-2015,70393
28-07-2015,66276
29-07-2015,63077
30-07-2015,63060
31-07-2015,62770
01-08-2015,75907
02-08-2015,83009
03-08-2015,62290
04-08-2015,63577
05-08-2015,60502
06-08-2015,65041
07-08-2015,62267
08-08-2015,82240
09-08-2015,80188
10-08-2015,71407
11-08-2015,60608
12-08-2015,60344
13-08-2015,59267
14-08-2015,64886
15-08-2015,88573
16-08-2015,91797
17-08-2015,86855
18-08-2015,68869
19-08-2015,63967
20-08-2015,64358
21-08-2015,66818
22-08-2015,81807
23-08-2015,84327
24-08-2015,67932
25-08-2015,63894
26-08-2015,57866
27-08-2015,58122
28-08-2015,66887
29-08-2015,75995
30-08-2015,85103
31-08-2015,75235
01-09-2015,69483
02-09-2015,71006
03-09-2015,70567
04-09-2015,65067
05-09-2015,82610
06-09-2015,86807
07-09-2015,73531
08-09-2015,60256
09-09-2015,65187
10-09-2015,67545
11-09-2015,64432
12-09-2015,80097
13-09-2015,75083
14-09-2015,52194
15-09-2015,55433
16-09-2015,43194
17-09-2015,57994
18-09-2015,70519
19-09-2015,88679
20-09-2015,70718
21-09-2015,61063
22-09-2015,66409
23-09-2015,63680
24-09-2015,54393
25-09-2015,65138
26-09-2015,83527
27-09-2015,85007
28-09-2015,80021
29-09-2015,84756
30-09-2015,78240
01-10-2015,81229
02-10-2015,74403
03-10-2015,100458
04-10-2015,87101
05-10-2015,66817
06-10-2015,67917
07-10-2015,66905
08-10-2015,64382
09-10-2015,62281
10-10-2015,71660
11-10-2015,77467
12-10-2015,77467
13-10-2015,77467
14-10-2015,77467
15-10-2015,75374
16-10-2015,70835
17-10-2015,84024
18-10-2015,82309
19-10-2015,80595
20-10-2015,60034
21-10-2015,61519
22-10-2015,56356
23-10-2015,70491
24-10-2015,85013
25-10-2015,82989
26-10-2015,77431
27-10-2015,72187
28-10-2015,53227
29-10-2015,53503
30-10-2015,59007
